生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
爬山,pá shān,leo núi,ปีนเขา,to hike / climb a mountain,放學以後，小王和朋友一起爬山，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè leo núi, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนปีนเขาด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to hike / climb a mountain, and they had a lot of fun."
看彩虹,kàn cǎi hóng,ngắm cầu vồng,ดูรุ้ง,to see a rainbow,放學以後，小王和朋友一起看彩虹，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè ngắm cầu vồng, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนดูรุ้งด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to see a rainbow, and they had a lot of fun."
間,jiān,căn / gian (lượng từ),ห้อง / หลัง / ลักษณนาม,measure word for rooms/buildings,小美今天看了兩間房子，最後想租便宜的那一間。,"Hôm nay Tiểu Mỹ xem hai căn nhà, cuối cùng muốn thuê căn rẻ hơn.",วันนี้เสี่ยวเหม่ยดูบ้านสองหลัง สุดท้ายอยากเช่าหลังที่ถูกกว่า,Xiaomei looked at two houses today and finally wanted to rent the cheaper one.
樓梯,lóu tī,cầu thang,บันได,stairs,小明把樓梯放在桌上，準備等一下使用。,"Tiểu Minh đặt cầu thang lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางบันไดไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the stairs on the table and prepared to use it later.
電梯,diàn tī,thang máy,ลิฟต์,elevator,小明把電梯放在桌上，準備等一下使用。,"Tiểu Minh đặt thang máy lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางลิฟต์ไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the elevator on the table and prepared to use it later.
應該,yīng gāi,nên / chắc là,ควร / น่าจะ,should / probably,小明明天要考試，今天晚上應該早一點睡覺。,"Ngày mai Tiểu Minh có thi, tối nay cậu ấy nên đi ngủ sớm hơn.",พรุ่งนี้เสี่ยวหมิงมีสอบ คืนนี้เขาควรนอนเร็วขึ้น,"Xiaoming has an exam tomorrow, so he should go to bed earlier tonight."
不便宜,bù biàn yí,không rẻ,ไม่ถูก,not cheap,今天的情況很不便宜，所以大家都需要小心一點。,"Tình huống hôm nay rất không rẻ, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ไม่ถูกมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very not cheap, so everyone needs to be a little careful."
租,zū,thuê,เช่า,to rent,今天下午，小美要租，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải thuê, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องเช่า ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to rent, so she arranged her time first."
哪一間,nǎ yī jiān,căn nào / phòng nào,ห้องไหน / หลังไหน,which one,小美想租房子，所以問朋友哪一間比較便宜。,"Tiểu Mỹ muốn thuê nhà, nên hỏi bạn căn nào rẻ hơn.",เสี่ยวเหม่ยอยากเช่าบ้าน จึงถามเพื่อนว่าหลังไหนถูกกว่า,"Xiaomei wanted to rent a house, so she asked her friend which one was cheaper."
手扶梯,shǒu fú tī,thang cuốn,บันไดเลื่อน,escalator,小明把手扶梯放在桌上，準備等一下使用。,"Tiểu Minh đặt thang cuốn lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางบันไดเลื่อนไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the escalator on the table and prepared to use it later.
