生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
車門,chē mén,cửa xe,ประตูรถ,car door,小明把車門放在桌上，準備等一下使用。,"Tiểu Minh đặt cửa xe lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางประตูรถไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the car door on the table and prepared to use it later.
車上,chē shàng,trên xe,บนรถ,in/on the car,小明把車上放在桌上，準備等一下使用。,"Tiểu Minh đặt trên xe lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางบนรถไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the in/on the car on the table and prepared to use it later.
下來,xià lái,xuống,ลงมา,to come down / get out,今天下午，小美要下來，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải xuống, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องลงมา ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to come down / get out, so she arranged her time first."
警察局,jǐng chá jú,đồn cảnh sát,สถานีตำรวจ,police station,週末，小美和朋友一起去警察局，他們在那裡拍了很多照片。,"Cuối tuần, Tiểu Mỹ và bạn bè cùng đến đồn cảnh sát, họ chụp nhiều ảnh ở đó.",วันหยุดสุดสัปดาห์ เสี่ยวเหม่ยกับเพื่อนไปสถานีตำรวจด้วยกัน และถ่ายรูปหลายรูปที่นั่น,"On the weekend, Xiaomei and her friends went to the police station and took many photos there."
酒,jiǔ,rượu,เหล้า,alcohol / wine,晚餐的時候，小美點了酒，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi rượu và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งเหล้า และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered alcohol / wine and chatted with her friends."
拿出來,ná chū lái,lấy ra,เอาออกมา,to take out,今天下午，小美要拿出來，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải lấy ra, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องเอาออกมา ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to take out, so she arranged her time first."
年紀,nián jì,tuổi tác,อายุ,age,小美年紀會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ tuổi tác sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยอายุจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei age goes for a walk in the park, and it has become her habit."
好像是這樣,hǎo xiàng shì zhè yàng,hình như là như vậy,ดูเหมือนจะเป็นอย่างนั้น,seems to be so,老王的年紀比太太大很多，好像是這樣。,"Tuổi của ông Vương lớn hơn vợ rất nhiều, hình như là như vậy.",อายุของเหล่าหวังมากกว่าภรรยามาก ดูเหมือนจะเป็นอย่างนั้น,Lao Wang is much older than his wife; it seems to be so.
幸福,xìng fú,hạnh phúc,มีความสุข,happy / happiness,今天的情況很幸福，所以大家都需要小心一點。,"Tình huống hôm nay rất hạnh phúc, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้มีความสุขมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very happy / happiness, so everyone needs to be a little careful."
不是問題,bú shì wèn tí,không phải vấn đề,ไม่ใช่ปัญหา,not a problem,他們覺得年紀不是問題，了解彼此才最重要。,"Họ cho rằng tuổi tác không phải vấn đề, hiểu nhau mới là quan trọng nhất.",พวกเขาคิดว่าอายุไม่ใช่ปัญหา การเข้าใจกันต่างหากสำคัญที่สุด,They think age is not a problem; understanding each other is what matters most.
能夠,néng gòu,có thể,สามารถ,can / be able to,兩個人能夠互相信任，日子就會過得幸福。,Hai người có thể tin tưởng lẫn nhau thì cuộc sống sẽ hạnh phúc.,ถ้าสองคนสามารถเชื่อใจกันได้ ชีวิตก็จะมีความสุข,"If two people can trust each other, their life will be happy."
日子,rì zi,ngày tháng / cuộc sống,วันเวลา / ชีวิต,days / life,他們一起生活以後，日子過得很幸福。,"Sau khi họ sống cùng nhau, cuộc sống trôi qua rất hạnh phúc.",หลังจากพวกเขาใช้ชีวิตด้วยกัน วันเวลาผ่านไปอย่างมีความสุข,"After they lived together, their days were very happy."
過得,guò dé,sống / trải qua như thế nào,ใช้ชีวิตได้,to live in a certain way,只要兩個人互相了解，日子就會過得很幸福。,"Chỉ cần hai người hiểu nhau, cuộc sống sẽ trôi qua rất hạnh phúc.",ขอแค่สองคนเข้าใจกัน ชีวิตก็จะดำเนินไปอย่างมีความสุข,"As long as two people understand each other, their life will be happy."
相信,xiāng xìn,tin tưởng,เชื่อ,to believe / trust,兩個人一起生活的時候，應該了解自己，也要相信別人。,"Khi hai người sống cùng nhau, nên hiểu bản thân và cũng phải tin người khác.",เวลาสองคนใช้ชีวิตด้วยกัน ควรเข้าใจตัวเองและต้องเชื่อใจผู้อื่นด้วย,"When two people live together, they should understand themselves and trust each other."
一起生活,yì qǐ shēng huó,sống cùng nhau,ใช้ชีวิตด้วยกัน,to live together,今天下午，小美要一起生活，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải sống cùng nhau, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องใช้ชีวิตด้วยกัน ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to live together, so she arranged her time first."
最重要,zuì zhòng yào,quan trọng nhất,สำคัญที่สุด,most important,今天的情況很最重要，所以大家都需要小心一點。,"Tình huống hôm nay rất quan trọng nhất, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้สำคัญที่สุดมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very most important, so everyone needs to be a little careful."
討論,tǎo lùn,thảo luận,อภิปราย / คุยกัน,to discuss,今天下午，小美要討論，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải thảo luận, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องอภิปราย / คุยกัน ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to discuss, so she arranged her time first."
什麼事,shén me shì,việc gì,เรื่องอะไร,what matter,小明不清楚這件事，所以他問朋友「什麼事」。,"Tiểu Minh không rõ chuyện này, nên cậu ấy hỏi bạn: “việc gì”.",เสี่ยวหมิงไม่แน่ใจเรื่องนี้ จึงถามเพื่อนว่า “เรื่องอะไร”,"Xiaoming was not sure about this matter, so he asked his friend, “what matter?”"
幾歲,jǐ suì,mấy tuổi,กี่ขวบ / อายุเท่าไร,how old,小美幾歲會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ mấy tuổi sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยกี่ขวบ / อายุเท่าไรจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei how old goes for a walk in the park, and it has become her habit."
結婚,jié hūn,kết hôn,แต่งงาน,to get married,有些人覺得年紀不同，也可以結婚並且過得很幸福。,Có người cho rằng tuổi tác khác nhau vẫn có thể kết hôn và sống hạnh phúc.,บางคนคิดว่าแม้อายุแตกต่างกัน ก็สามารถแต่งงานและใช้ชีวิตอย่างมีความสุขได้,"Some people think that even with different ages, people can get married and live happily."
哪些東西,nǎ xiē dōng xī,những thứ nào,ของอะไรบ้าง,which things,小明不清楚這件事，所以他問朋友「哪些東西」。,"Tiểu Minh không rõ chuyện này, nên cậu ấy hỏi bạn: “những thứ nào”.",เสี่ยวหมิงไม่แน่ใจเรื่องนี้ จึงถามเพื่อนว่า “ของอะไรบ้าง”,"Xiaoming was not sure about this matter, so he asked his friend, “which things?”"
要怎樣才,yào zěn yàng cái,phải như thế nào thì mới,ต้องทำอย่างไรถึงจะ,how to in order to,他們討論兩個人要怎樣才可以有幸福的生活。,Họ thảo luận hai người phải như thế nào thì mới có cuộc sống hạnh phúc.,พวกเขาคุยกันว่าสองคนต้องทำอย่างไรถึงจะมีชีวิตที่มีความสุข,They discussed what two people should do in order to have a happy life.
幸福的生活,xìng fú de shēng huó,cuộc sống hạnh phúc,ชีวิตที่มีความสุข,a happy life,了解自己、相信別人，是幸福的生活裡很重要的事。,Hiểu bản thân và tin người khác là việc rất quan trọng trong cuộc sống hạnh phúc.,การเข้าใจตัวเองและเชื่อใจผู้อื่นเป็นเรื่องสำคัญมากในชีวิตที่มีความสุข,Understanding oneself and trusting others are important in a happy life.
讓人相信自己,ràng rén xiāng xìn zì jǐ,khiến người khác tin mình,ทำให้คนอื่นเชื่อตัวเอง,make others trust oneself,做事誠實，才能讓人相信自己。,Làm việc trung thực thì mới có thể khiến người khác tin mình.,ทำงานอย่างซื่อสัตย์ ถึงจะทำให้คนอื่นเชื่อตัวเองได้,Being honest in what you do can make others trust you.
